model,pred_len,epoch,train_loss,val_loss,r2_val,r2_val_sklearn
FEDformer,1,1,801.6078030493952,569.68744,-0.08410510675824767,-0.1577924915684077
FEDformer,1,2,708.2043315272177,534.05646,-0.020076517054471443,-0.057572151843443525
FEDformer,1,3,647.2342448572958,533.89404,-0.020215150492540745,-0.05538852018579393
FEDformer,1,4,576.8729078723538,524.285,-0.00280725944119542,-0.027746514593526544
FEDformer,1,5,532.6616840977823,521.58185,0.0016456838293434917,-0.019780289925215015
FEDformer,1,6,515.6290113879788,517.746,0.00885276062138085,-0.008066530702672386
FEDformer,1,7,501.544881906817,516.8027,0.010442728733450979,-0.004967398662464637
FEDformer,1,8,495.797127016129,515.60077,0.01280931493326487,-0.0007693528373649472
FEDformer,1,9,492.2876480594758,515.6705,0.012684731037759245,-0.000881705449610664
FEDformer,1,10,490.6519019342238,515.05225,0.014137843063530164,0.0012405817876699437
FEDformer,1,11,488.76815815587196,514.23425,0.015496586173887494,0.0038998987207576473
FEDformer,1,12,486.0965129237021,514.78827,0.014120746632217518,0.001968270532646992
FEDformer,1,13,486.8560092064642,514.4713,0.014827624821933783,0.0029495272960627767
FEDformer,1,14,485.4188693138861,513.5951,0.016450854802844694,0.0051840042754540076
FEDformer,1,15,484.35466800812753,513.31866,0.01690805738675838,0.005792620170179707
FEDformer,1,16,483.70251957062754,512.6243,0.01818766602544608,0.007246068553329058
FEDformer,1,17,482.84122885427166,511.3645,0.020223241617024823,0.010698217485382902
FEDformer,1,18,482.8948675340222,511.24173,0.02041037136767887,0.010856528367834004
FEDformer,1,19,481.2895147508191,510.485,0.02174126930030429,0.012519699992451835
FEDformer,1,20,480.691841765373,509.47812,0.02363254085530897,0.014779013954942181
FEDformer,1,21,481.3046819871472,509.6192,0.023659116496062227,0.014663805953628154
FEDformer,1,22,482.59861922725554,510.2612,0.022286154571543926,0.012685766567148073
FEDformer,1,23,482.18915109942037,510.0848,0.022407691578300692,0.012879551274926737
FEDformer,1,24,481.1324555427797,509.62823,0.023122779440478913,0.014007074123544483
FEDformer,1,25,480.16917645854335,508.94284,0.02443522676901455,0.01579899663052228
FEDformer,1,26,481.64710732736893,511.09225,0.020630085900785078,0.01053347659755969
FEDformer,1,27,484.0286065870716,510.7455,0.020940614645764577,0.011631538508614057
FEDformer,1,28,482.19972061649446,510.19223,0.022099194092487062,0.012604283249686401
FEDformer,1,29,481.36360650831654,509.52426,0.023163404623795958,0.01457591691214509
FEDformer,1,30,480.7921595419607,509.28876,0.02354646624815604,0.01461402237507206
FEDformer,2,1,1396.2408526020665,1131.5819,-0.05708183683684642,-0.07152032055001606
FEDformer,2,2,1241.925136639995,1032.565,0.046777604030803666,0.03375766024216453
FEDformer,2,3,1129.8621259135584,1011.7261,0.06927052028864378,0.05655779634513597
FEDformer,2,4,1071.5443761025706,987.97296,0.0927426766571744,0.080350568651615
FEDformer,2,5,1019.8938130040323,968.0153,0.11187542482702273,0.09974460019748566
FEDformer,2,6,1006.7741695280998,988.3705,0.08810196380904878,0.07564651222396451
FEDformer,2,7,1023.3357953471523,975.7479,0.10322961216058923,0.09098070168006989
FEDformer,2,8,987.0224711756553,957.8126,0.12092873650066072,0.10892158177298678
