model,pred_len,epoch,train_loss,val_loss,r2_val,r2_val_sklearn
Autoformer,30,1,36179.461995967744,33910.562,-0.03576200743730662,-0.19617982699293127
Autoformer,30,2,34496.91411290323,33074.99,-0.0020955732363212576,-0.15730508283759115
Autoformer,30,3,33262.745136088706,31459.22,0.05505800572580766,-0.09130818832647548
Autoformer,30,4,31247.130493951612,29240.77,0.1260109613236532,-0.009391072733239861
Autoformer,30,5,29569.446585181453,27958.463,0.16414956535411362,0.03461913955022358
Autoformer,30,6,28052.92844002016,26860.78,0.1961220949688266,0.0715131954842091
Autoformer,30,7,26806.405909778226,26153.762,0.21745072952853028,0.09611761408281626
Autoformer,30,8,26019.06044606855,25856.346,0.22803732338956384,0.10832638562419937
Autoformer,30,9,25525.676341985887,25609.7,0.2374476565818754,0.11918438068267143
Autoformer,30,10,25084.691803175403,25565.1,0.23901298046125063,0.12098716499364931
Autoformer,30,11,24743.623645413307,25505.984,0.24028515619082313,0.12245189115896245
Autoformer,30,12,24552.711422631048,25429.516,0.2450182050721097,0.12791257388213362
Autoformer,30,13,24333.68972404234,25373.725,0.24680648809551842,0.12997627352479582
Autoformer,30,14,24174.62333669355,25281.023,0.24975660735214156,0.13337778699382846
Autoformer,30,15,23989.698639112903,24954.457,0.26168477285240666,0.14714990057638452
Autoformer,30,16,23796.929296875,24728.215,0.2702258727077308,0.15700953960878172
Autoformer,30,17,23672.075478830644,24384.76,0.28247871192818674,0.17115484017427696
Autoformer,30,18,23561.606911542338,24237.111,0.2869926184404713,0.17636463160580265
Autoformer,30,19,23406.630865675404,23989.672,0.2980650332376257,0.18915014323975082
Autoformer,30,20,23295.694153225806,23753.012,0.30644136737601624,0.19882074337343916
Autoformer,30,21,23120.167408014113,23426.645,0.31728596531546105,0.21134218974340194
Autoformer,30,22,22985.96072958669,23094.367,0.3270165606308495,0.22257126123693285
Autoformer,30,23,22858.777973790322,22921.35,0.3334915955501008,0.2300475926864914
Autoformer,30,24,22701.0650390625,22778.084,0.339157821142275,0.23658873278834638
Autoformer,30,25,22532.632686491936,22583.455,0.3447403255262962,0.24303094902155323
Autoformer,30,26,22437.50986013105,22472.69,0.34864909970635316,0.24754178317681538
Autoformer,30,27,22344.61343876008,22326.559,0.35526446306863657,0.2551786821558907
Autoformer,30,28,22145.61246219758,22215.594,0.35913893584191925,0.25965218121452066
Autoformer,30,29,22057.746597782258,22151.693,0.3622351830568816,0.2632255643477303
Autoformer,30,30,21902.73348034274,22054.35,0.3656765262168775,0.26719759137575266
Autoformer,35,1,48168.854485887096,44060.94,-0.06059705243599289,-0.2504580768237044
Autoformer,35,2,45476.172668850806,42810.676,-0.020993886835531272,-0.20376885774409276
Autoformer,35,3,43600.717767137096,40825.246,0.04681306098075111,-0.12383574460588469
Autoformer,35,4,41603.40933719758,39778.074,0.07916576250319407,-0.08569936612486008
Autoformer,35,5,40598.03661794355,39531.52,0.0845845648041127,-0.07931650861184969
Autoformer,35,6,40003.44640877016,39117.156,0.09532900153950385,-0.06665407727739109
Autoformer,35,7,39482.91553679435,38867.31,0.104023745213084,-0.05640755283164426
Autoformer,35,8,39080.020640120965,38595.93,0.11213091305159528,-0.04685205866523014
Autoformer,35,9,38632.547920866935,38323.53,0.12502744932900245,-0.031643195413942476
Autoformer,35,10,38341.46430191532,38210.887,0.1250206269680727,-0.03165488975169731
Autoformer,35,11,37924.89598034274,38153.8,0.12799261794806505,-0.02815301236684248
Autoformer,35,12,37581.485735887094,37909.836,0.1364888024920876,-0.018134857322066513
Autoformer,35,13,37141.94717741935,37858.97,0.13786961991775115,-0.016508244337814428
Autoformer,35,14,36870.06619203629,37330.71,0.1541663924560075,0.0027015863949590452
Autoformer,35,15,36537.72295866936,37130.6,0.15838161658291483,0.007669509650644321
Autoformer,35,16,36115.453792842745,36793.32,0.16735657451842967,0.01824594860677068
Autoformer,35,17,35793.782472278224,36411.59,0.1770958500768478,0.029721720956166965
Autoformer,35,18,35443.80451108871,36025.758,0.18582577154897162,0.04000481110567855
Autoformer,35,19,34984.55934979839,35723.2,0.1936517301979126,0.04922513809442676
Autoformer,35,20,34534.51955645161,35375.164,0.201362845771204,0.058306737522701
Autoformer,35,21,34211.241393649194,35141.43,0.20766187476457088,0.06572850673691503
Autoformer,35,22,33931.2517641129,34867.168,0.213349449659615,0.07242832351729529
Autoformer,35,23,33534.02482358871,34660.906,0.2168565695750292,0.07655771085382407
Autoformer,35,24,33230.93131300403,34386.594,0.222811069341447,0.08357352651659734
Autoformer,35,25,32981.475567036294,34220.63,0.22654986526343168,0.08797930719824108
Autoformer,35,26,32675.25390625,34002.207,0.2318536823561812,0.09423137749949399
Autoformer,35,27,32468.43230846774,33790.76,0.23429495050885207,0.09710078529644028
Autoformer,35,28,32187.62894405242,33638.477,0.23713660596858366,0.10044916524818628
Autoformer,35,29,31944.106779233873,33558.27,0.23837529087487885,0.10190566518163457
Autoformer,35,30,31763.84417842742,33349.98,0.24329065979219466,0.10770399318312517
Autoformer,40,1,59787.12476058468,54569.625,-0.016171355043602453,-0.22444400339044934
Autoformer,40,2,56495.008442540326,51933.984,0.048298651022531724,-0.14675294972437677
Autoformer,40,3,53423.143132560486,49551.312,0.10440187249832966,-0.07917481382640554
Autoformer,40,4,50954.61494455645,48290.805,0.1332635744699202,-0.04441582646420937
Autoformer,40,5,49446.436504536294,47354.99,0.15311763585571558,-0.020507723240887656
Autoformer,40,6,48181.15667842742,46711.797,0.16388251750107208,-0.007545058432546656
Autoformer,40,7,46954.622316028224,46194.777,0.17207166130670226,0.002312383779942326
Autoformer,40,8,45816.85590977823,45832.777,0.17677218209478085,0.007970607134072738
Autoformer,40,9,44779.18399697581,45643.062,0.18029464145227658,0.012215343326323245
Autoformer,40,10,43624.19724042339,45101.914,0.18588261662470973,0.018946362249346465
Autoformer,40,11,42803.25593497984,44441.89,0.1979600484442241,0.03349713615574569
Autoformer,40,12,41768.7615297379,44044.348,0.20369043606009263,0.040407334853127155
Autoformer,40,13,41076.030342741935,43629.973,0.20906950395647905,0.046891529252001664
Autoformer,40,14,40380.774332157256,43437.17,0.21196449194665834,0.050380897796686544
Autoformer,40,15,39881.50793850807,43447.72,0.206490982114099,0.04379046566707091
Autoformer,40,16,39420.52971270162,43422.227,0.2060903534245403,0.043310730316019265
Autoformer,40,17,38973.35909778226,43347.387,0.20763140597034535,0.04516710601495221
Autoformer,40,18,38710.64594254032,43546.56,0.19812296613797364,0.03371562339097621
Autoformer,40,19,38344.073450100805,43460.293,0.19995542880769546,0.035922327638333876
Autoformer,40,20,38261.8558467742,43360.21,0.20297125322074439,0.0395550316187113
Autoformer,40,21,37811.08371975806,43404.402,0.19743371132715182,0.032883412676758726
Autoformer,40,22,37628.99214969758,43425.508,0.1956454714688125,0.0307314147614543
Autoformer,40,23,37405.09992439516,43397.043,0.19672052480121138,0.032024288387063796
Autoformer,40,24,37305.073072076615,43617.01,0.19148622504281332,0.025722149687788475
Autoformer,40,25,37084.83784022177,43650.35,0.1872101040438745,0.02056969622734741
Autoformer,40,26,36990.97390372984,43700.176,0.18739422298860153,0.020794341341485514
Autoformer,40,27,36771.93555947581,43528.027,0.19033016794089663,0.024328835224835282
Autoformer,40,28,36691.11470514113,43589.055,0.18847334524795567,0.02209245928807616
Autoformer,40,29,36605.66725050403,43696.168,0.1884064756457562,0.022011301250306068
Autoformer,40,30,36576.975718245965,43391.652,0.19690646405536583,0.03224733736061706
Autoformer,45,1,74969.16456653226,68859.52,-0.026609549184059444,-0.26364024031852773
Autoformer,45,2,71256.53654233871,66916.62,0.010405020679764565,-0.21808282471197096
Autoformer,45,3,68829.82690272178,63161.297,0.07941570331364245,-0.13313612550468384
Autoformer,45,4,64260.746748991936,59590.883,0.14616663425357768,-0.05099422987870569
Autoformer,45,5,61685.28462701613,58213.24,0.16949421586758728,-0.022290057521559912
Autoformer,45,6,60635.04070060484,57618.133,0.1781164583470528,-0.011681790596981791
Autoformer,45,7,59937.93288810484,57182.5,0.18633406964831112,-0.001571976112174806
Autoformer,45,8,59372.73658014113,56640.67,0.19461891172039913,0.008618272011365318
Autoformer,45,9,58664.30630040322,55912.45,0.2072494045566694,0.024155616793311206
Autoformer,45,10,57756.39012096774,54998.23,0.22413704287784697,0.04493044532858725
Autoformer,45,11,56949.65443548387,54016.914,0.23966194920883355,0.06402585159151407
Autoformer,45,12,56064.78341733871,53235.176,0.25430437895707614,0.08203736927425848
Autoformer,45,13,55330.64724042339,52642.797,0.2653377046925123,0.09560930942812544
Autoformer,45,14,54729.28132560484,52004.652,0.2754447582750843,0.10804114054216639
Autoformer,45,15,54089.32951108871,51580.76,0.28241930669615756,0.1166205446488665
Autoformer,45,16,53503.40375504032,51271.992,0.2875812005148376,0.12297361012668126
Autoformer,45,17,52838.48257308468,50970.895,0.2933927147730422,0.13012725398562616
Autoformer,45,18,52395.63103578629,50692.23,0.2975670891235287,0.13526575748373768
Autoformer,45,19,52103.04857610887,50376.043,0.3022209709495245,0.14099448418977112
Autoformer,45,20,51533.46096270161,50022.45,0.3049744408257896,0.1443828723982915
Autoformer,45,21,51166.00049143145,49818.156,0.30790741436706326,0.1479942852142508
Autoformer,45,22,50771.618195564515,49945.43,0.30555284152415085,0.1451004547475689
Autoformer,45,23,50320.52879284274,49752.87,0.307746609000493,0.1478018657992912
Autoformer,45,24,49926.94381300403,49521.273,0.3099572049454298,0.15052274486559014
Autoformer,45,25,49594.89829889113,49400.895,0.3095422689271944,0.15001453239645796
Autoformer,45,26,49133.51052167339,49136.766,0.31233862023454484,0.15345537339299153
Autoformer,45,27,48806.18525705645,49256.164,0.30950071715288685,0.14996443832172907
Autoformer,45,28,48428.471295362906,49881.184,0.2977059551532646,0.13545208419759913
Autoformer,45,29,48315.046081149194,49544.363,0.30291530109820386,0.1418615161587953
Autoformer,45,30,47914.31404989919,49315.605,0.30529763052635384,0.1447912728952792
Autoformer,50,1,91940.3050907258,84411.31,-0.036843336701340546,-0.30235288404487193
Autoformer,50,2,87188.95894657259,82585.2,-0.008541866913695184,-0.26680728540954113
Autoformer,50,3,85012.79407762097,78296.17,0.06159977292508956,-0.1787102918924392
Autoformer,50,4,78271.17033770161,70847.05,0.18199593046596219,-0.0275007063666005
Autoformer,50,5,74147.50178931451,69750.734,0.19753037433963228,-0.007994671835443177
Autoformer,50,6,72626.8482484879,68904.234,0.2103603335587989,0.00811572692290763
Autoformer,50,7,71227.7115171371,67698.99,0.22776221617855386,0.029966518974729333
Autoformer,50,8,69528.37639868952,65998.805,0.25066842359696173,0.0587318528989047
Autoformer,50,9,67112.9808719758,64341.72,0.2741298938735286,0.08819210023337394
Autoformer,50,10,64536.10386844758,62978.742,0.2927135387571532,0.11152741497810126
Autoformer,50,11,62863.15439768145,63339.363,0.28959600074459835,0.10761001226143292
Autoformer,50,12,61726.21121471774,63684.42,0.28583107342293423,0.10287965189239895
Autoformer,50,13,60886.608568548385,64136.297,0.2806544631025183,0.09637791604599451
Autoformer,50,14,60156.36510836693,64257.25,0.28030473844215154,0.0959386543654222
Autoformer,50,15,59189.8533140121,65824.19,0.2589642852974037,0.06913840534857911
Autoformer,50,16,58617.63233366935,66322.945,0.25178250784571987,0.06011778272847849
Autoformer,50,17,57754.25767389113,68079.625,0.22785757166819975,0.03007253547706935
Autoformer,50,18,57374.917086693546,69094.9,0.20868215601953022,0.005986273965952585
Autoformer,50,19,56890.39978578629,69118.086,0.20745419873268767,0.0044446698621918015
Autoformer,50,20,56508.87704133065,69096.03,0.20855273087670745,0.005827501682397953
Autoformer,50,21,56199.66228578629,70785.69,0.18421243488492478,-0.024740402104894744
Autoformer,50,22,56115.86011844758,69979.75,0.19533805476151278,-0.010766474625251871
Autoformer,50,23,55713.858644153224,70497.43,0.18763330483862684,-0.02044133816866237
Autoformer,50,24,55511.01411290323,70831.33,0.18119993947810276,-0.028518394726144
Autoformer,50,25,55531.31722530242,70093.21,0.19022128050509035,-0.01719058273968561
Autoformer,50,26,55239.44876512097,68893.305,0.20668720319434053,0.0034907553154106207
Autoformer,50,27,55297.1099546371,69218.01,0.1991572167535145,-0.005967142105118459
Autoformer,50,28,55034.79914314516,69385.82,0.19639474119998657,-0.00943369618668634
Autoformer,50,29,54687.68743699597,69163.81,0.198415987625984,-0.0068972494399222395
