model,pred_len,epoch,train_loss,val_loss,r2_val_sklearn
LSTM_MO,1,0,3239.915538151634,1007.728053568439,0.12302003430724662
LSTM_MO,1,1,3191.58710123691,997.1988221776079,0.13218777361087042
LSTM_MO,1,2,3166.8983028260877,987.4025223688645,0.14071840214249776
LSTM_MO,1,3,3149.0605254457073,982.8605581115593,0.14467877224679204
LSTM_MO,1,4,3131.3746215892315,978.7745572863655,0.14822927843542333
LSTM_MO,1,5,3118.595083451756,977.9712885279547,0.1489259684074431
LSTM_MO,1,6,3106.4166134535462,976.2359262298454,0.15043723627203154
LSTM_MO,1,7,3095.875024827086,983.2242571626874,0.14435065098984512
LSTM_MO,1,8,3083.4021188002,982.5115283368664,0.1449845471998873
LSTM_MO,1,9,3072.157841992926,988.5840376642617,0.13969733078581192
LSTM_MO,2,0,3678.807463872859,1118.9721715521407,0.10366887353021548
LSTM_MO,2,1,3636.9900049786424,1112.2782288349488,0.1090406006187884
LSTM_MO,2,2,3619.476375035462,1114.0871900367465,0.10759172381996496
LSTM_MO,2,3,3602.6832247433877,1110.73999158801,0.11027358807421672
LSTM_MO,2,4,3587.76691771513,1108.268814423206,0.11225799371223
LSTM_MO,2,5,3573.917894358557,1108.1547267203305,0.11235263316081368
LSTM_MO,2,6,3560.7706065793313,1117.0220808440988,0.1052410421231108
LSTM_MO,2,7,3549.503119830027,1124.7008224200797,0.09908727536451756
LSTM_MO,2,8,3539.0834390464715,1126.550313648175,0.09760822741640973
LSTM_MO,2,9,3524.980096610569,1131.6364781395955,0.09352518988261094
LSTM_MO,3,0,3960.1897089063527,1194.8679310455918,0.080256209227213
LSTM_MO,3,1,3920.50649127741,1194.9459954696622,0.08020113516502081
LSTM_MO,3,2,3904.853230089367,1188.8785006048327,0.08487076499756474
LSTM_MO,3,3,3889.93834537976,1187.3811908137393,0.08603004096484346
LSTM_MO,3,4,3880.0806699664085,1188.4657777778127,0.08519018978938053
LSTM_MO,3,5,3869.5960603675467,1188.562117286365,0.08512154991384369
LSTM_MO,3,6,3856.086745869909,1197.4398170472546,0.078284125033806
LSTM_MO,3,7,3845.309974853463,1203.4231659004633,0.07369499761379417
LSTM_MO,3,8,3831.940357173859,1207.4338968585837,0.07061135419243747
LSTM_MO,3,9,3817.873572894311,1207.1242717297916,0.07083375994200758
LSTM_MO,4,0,4146.792138310742,1241.1310618049042,0.05694792777568092
LSTM_MO,4,1,4110.848543767489,1236.3992790437558,0.060542327580260236
LSTM_MO,4,2,4096.129187563423,1230.167770724405,0.06528370505131686
LSTM_MO,4,3,4086.1141347519747,1227.9519189646976,0.06696309199919881
LSTM_MO,4,4,4075.640448906702,1221.9700158377264,0.07151101911104052
LSTM_MO,4,5,4065.4125311177077,1223.9554981663823,0.06999268902660649
LSTM_MO,4,6,4055.1183026105864,1230.9771921892059,0.06466742833003969
LSTM_MO,4,7,4042.7983454028886,1230.5321214693513,0.06500842598385492
LSTM_MO,4,8,4028.554929800633,1232.8193247562106,0.06327058552767151
LSTM_MO,4,9,4012.1122226192015,1242.9154905663295,0.055604083839880136
LSTM_MO,5,0,4265.070541468639,1260.1956214451686,0.04745210472057271
LSTM_MO,5,1,4233.173369652374,1258.633637059913,0.04863570654380456
LSTM_MO,5,2,4219.473969713415,1249.8692733695254,0.055255987979352605
LSTM_MO,5,3,4207.708767795306,1253.0336642442487,0.05286052915646289
LSTM_MO,5,4,4198.538108493361,1252.7496274998196,0.053075113435300914
LSTM_MO,5,5,4187.994447723465,1253.8893899620014,0.052214670998458446
LSTM_MO,5,6,4175.03701027577,1267.0858791826597,0.042247156958545196
LSTM_MO,5,7,4162.817693418887,1266.4600313023425,0.04272728283225036
LSTM_MO,5,8,4151.551736382482,1271.7264092051705,0.038780027642601356
LSTM_MO,5,9,4134.501792337163,1287.7460994512535,0.02668145331255478
LSTM_MO,6,0,4339.812406575265,1271.9668138930574,0.039733800417271814
LSTM_MO,6,1,4308.939859962373,1267.9495400707128,0.04277069590070992
LSTM_MO,6,2,4298.8999837086,1263.8382866297263,0.04587692561610379
LSTM_MO,6,3,4288.824116853096,1270.8192323971064,0.04060660758356649
LSTM_MO,6,4,4280.7870226985815,1270.6322168868555,0.040748168745466606
LSTM_MO,6,5,4270.928876636807,1276.2255419181704,0.03652781042073261
LSTM_MO,6,6,4261.720976923863,1277.278187726386,0.03572624342646158
LSTM_MO,6,7,4249.505576268442,1285.4929774566879,0.029520093910702316
LSTM_MO,6,8,4236.197125930592,1288.948245765728,0.026928470973605845
LSTM_MO,6,9,4221.300436334765,1299.1322214042464,0.019246532150267393
LSTM_MO,7,0,4388.89004824983,1281.561904384668,0.031588985633731914
LSTM_MO,7,1,4361.191679565516,1278.028117414174,0.03426276668739048
LSTM_MO,7,2,4351.354471582176,1272.5170267746719,0.038423413730786726
LSTM_MO,7,3,4344.483814256011,1273.698870061745,0.03753347386080008
LSTM_MO,7,4,4337.078964151165,1276.773120057964,0.035211600071412
LSTM_MO,7,5,4331.201553705281,1277.9648763038392,0.03431629461471675
LSTM_MO,7,6,4321.457806869383,1278.0188540349345,0.034274644331750315
LSTM_MO,7,7,4313.324192611351,1291.1642318831452,0.024340139733574517
LSTM_MO,7,8,4301.184891051058,1293.3894419596465,0.02266111228065748
LSTM_MO,7,9,4286.336718430094,1311.9889237613006,0.008598748651385546
LSTM_MO,8,0,4420.104040094319,1282.5582697780067,0.02917030101943996
LSTM_MO,8,1,4394.317685119964,1282.9485025677484,0.02887986580748103
LSTM_MO,8,2,4385.412539295653,1279.3341607614095,0.03160967167547679
LSTM_MO,8,3,4378.434646442909,1279.820754127967,0.031244658616947918
LSTM_MO,8,4,4372.320393164725,1275.0061950506426,0.03489235723447193
LSTM_MO,8,5,4365.362528958974,1280.7452289054474,0.030555441846228937
LSTM_MO,8,6,4358.139346115135,1284.751124500622,0.02754025622040246
LSTM_MO,8,7,4348.420931791083,1282.9193168194574,0.028926027747365968
LSTM_MO,8,8,4335.5923538630195,1285.4553644680527,0.026998815118014385
LSTM_MO,8,9,4324.045782145263,1281.960528109006,0.0296323725576908
LSTM_MO,9,0,4440.047723701177,1284.1020257678965,0.02730999786932009
LSTM_MO,9,1,4416.377816162072,1279.8914216801438,0.03050171132404178
LSTM_MO,9,2,4406.988023956865,1279.5109317961128,0.030797644310117445
LSTM_MO,9,3,4400.340100150718,1284.0619442409857,0.027354901120101416
LSTM_MO,9,4,4393.97757252811,1286.7531519653492,0.025316488825831707
LSTM_MO,9,5,4385.9439857732505,1288.934884389516,0.0236650034389434
LSTM_MO,9,6,4378.380781627167,1288.3938468889614,0.02406803169437044
LSTM_MO,9,7,4366.834725249209,1291.5786803588271,0.021662994490210474
LSTM_MO,9,8,4352.77998145707,1299.6538361825785,0.01554602672983385
LSTM_MO,9,9,4336.282338779187,1303.15520933656,0.012895372349332912
LSTM_MO,10,0,4452.322260160162,1291.2996587682337,0.022368364317108758
LSTM_MO,10,1,4428.65564889696,1282.6887640203572,0.028894730839096328
LSTM_MO,10,2,4420.787881337712,1284.4163314132463,0.027590313055021132
LSTM_MO,10,3,4414.315754368645,1281.4218562551819,0.02985093005689765
LSTM_MO,10,4,4408.322631504363,1283.920780447844,0.027958620210970064
LSTM_MO,10,5,4402.445995774027,1285.0088116472498,0.027141910235498057
LSTM_MO,10,6,4395.588724089437,1296.450797926058,0.018483222224439655
LSTM_MO,10,7,4386.715924261068,1308.675334576207,0.009227744258410997
LSTM_MO,10,8,4377.121389478003,1308.889774770343,0.009073462879448102
LSTM_MO,10,9,4358.75301404933,1322.9471694134354,-0.0015631530095694401
LSTM_MO,11,0,4464.04434996004,1300.1206684090375,0.015745896104506274
LSTM_MO,11,1,4441.302938235273,1286.1455954834819,0.02634324705647828
LSTM_MO,11,2,4433.783300595872,1287.2737673252288,0.025494544848500333
LSTM_MO,11,3,4428.626405995157,1285.2464078913133,0.027032845850628928
LSTM_MO,11,4,4424.142791460089,1289.9527647793293,0.02347600953091633
LSTM_MO,11,5,4418.138926542823,1292.1483472322248,0.021818121004630098
LSTM_MO,11,6,4411.466400556472,1288.8390675743244,0.024309483731315806
LSTM_MO,11,7,4400.591942105084,1293.9864431114956,0.02041716749465816
LSTM_MO,11,8,4388.575000468486,1304.7695802866172,0.01225260014955798
LSTM_MO,11,9,4368.805970012028,1304.09824877729,0.012760874363454633
LSTM_MO,12,0,4478.186660067252,1291.432408170686,0.02250355859524722
LSTM_MO,12,1,4455.162396122279,1289.5499400522206,0.023933377941119494
LSTM_MO,12,2,4447.511452505457,1292.305053785798,0.02185605246091049
LSTM_MO,12,3,4442.488030843247,1290.4448347381715,0.023266559747573856
LSTM_MO,12,4,4438.766281977958,1294.0903280694038,0.020510263936371453
LSTM_MO,12,5,4432.732028233108,1294.9651667788803,0.019846525306256302
LSTM_MO,12,6,4425.64123675047,1296.6627457532145,0.01855819486493504
LSTM_MO,12,7,4420.407473537912,1294.448399613567,0.020237939634482727
LSTM_MO,12,8,4408.1818576081605,1303.300913693472,0.013554197546942093
LSTM_MO,12,9,4396.9091089480235,1319.123568107507,0.0015729998480884522
LSTM_MO,13,0,4489.472537989961,1296.467126335372,0.01967909073443619
LSTM_MO,13,1,4468.6438751692685,1290.7577982719633,0.024001031437380416
LSTM_MO,13,2,4462.156739655067,1288.8285577128242,0.02546426854860917
LSTM_MO,13,3,4458.883163449852,1289.5306553861037,0.024941156679576637
LSTM_MO,13,4,4455.023023150021,1290.6646185414866,0.02408227916514294
LSTM_MO,13,5,4451.376399491681,1287.0154188623917,0.026836255148705912
LSTM_MO,13,6,4446.939681773729,1296.068220030073,0.01999311751521593
LSTM_MO,13,7,4441.769880817143,1297.7681736951872,0.01870055716248087
LSTM_MO,13,8,4432.141885342932,1330.7074932442713,-0.0062024957244743995
LSTM_MO,13,9,4422.033928084093,1330.0740273233857,-0.005724308449573723
LSTM_MO,14,0,4502.311746530235,1301.330633902612,0.017176635488854397
LSTM_MO,14,1,4481.609747411282,1293.7849154987682,0.02288221281743963
LSTM_MO,14,2,4475.47547338066,1295.545335327408,0.02155522056670056
LSTM_MO,14,3,4470.940528079414,1294.7876947981172,0.022128999542938566
LSTM_MO,14,4,4466.335069163974,1306.7949665198546,0.013066974663651365
LSTM_MO,14,5,4462.7006424254505,1300.21963246282,0.018032241985775577
LSTM_MO,14,6,4458.07528412831,1295.8266649892819,0.021343339224101143
LSTM_MO,14,7,4452.770526147965,1298.711474400812,0.019163238638044477
LSTM_MO,14,8,4441.280690921936,1307.4214390570387,0.012584125204974095
LSTM_MO,14,9,4429.016648908094,1310.8290851108197,0.010009160373197101
LSTM_MO,15,0,4512.4788267418435,1305.0593175629563,0.01610289057443437
LSTM_MO,15,1,4492.502212308127,1300.0766654376666,0.01986978227020575
LSTM_MO,15,2,4487.3125205573415,1301.1965495807733,0.01902698076349385
LSTM_MO,15,3,4483.17038476907,1298.9914206437222,0.020692701086427956
LSTM_MO,15,4,4481.9123411906185,1300.4279780730424,0.019603867661456387
LSTM_MO,15,5,4477.354639752483,1311.3978406541141,0.01133406206833909
LSTM_MO,15,6,4470.57890734405,1320.7874255942681,0.004251242572399505
LSTM_MO,15,7,4462.2759596966725,1336.8956834409478,-0.00789645394583327
LSTM_MO,15,8,4450.714243664199,1337.075642972594,-0.00803062771630425
LSTM_MO,15,9,4435.978541049252,1356.6209871536803,-0.022763844552322166
LSTM_MO,16,0,4526.502482648633,1307.4254611787592,0.016052689505075213
LSTM_MO,16,1,4505.103148899627,1303.8912874817756,0.018716809796513578
LSTM_MO,16,2,4499.406590509634,1305.3924831434992,0.017593283340976762
LSTM_MO,16,3,4496.218688977802,1307.0246934825782,0.016365253976443728
LSTM_MO,16,4,4492.831778121157,1306.5142121624383,0.016746380662694738
LSTM_MO,16,5,4491.859864622042,1306.3731341593693,0.016849944384820126
LSTM_MO,16,6,4487.744298756827,1312.7242524675207,0.012068451638615252
LSTM_MO,16,7,4485.552728835247,1313.396784027675,0.011561819451872846
LSTM_MO,16,8,4475.525108641931,1310.0666537075872,0.014066043901602043
LSTM_MO,16,9,4468.927174152786,1330.8339990287927,-0.001559796293597815
LSTM_MO,17,0,4538.388307404677,1313.9591604817385,0.013063098921009098
LSTM_MO,17,1,4518.232488029993,1309.725999056248,0.01624853716975161
LSTM_MO,17,2,4512.29452101209,1307.9847733468816,0.017560935176014647
