model,pred_len,epoch,train_loss,val_loss,r2_val,r2_val_sklearn
Transformer_encdec,17,1,60608.531558036804,266740.8952636719,-0.0201491117477417,-0.02028366405948807
Transformer_encdec,17,2,56686.377610206604,264503.87170410156,-0.006941080093383789,-0.006706988210423292
Transformer_encdec,17,3,56563.445014476776,264660.2380371094,-0.0028557777404785156,-0.002786090145076254
Transformer_encdec,17,4,56503.43185043335,264360.27978515625,-0.0031921863555908203,-0.0017922504515874588
Transformer_encdec,17,5,56502.50142097473,263676.79833984375,0.000620722770690918,0.0015334964361988224
Transformer_encdec,17,6,56468.186559677124,263539.45446777344,0.000643312931060791,0.001261984879869119
Transformer_encdec,17,7,56451.71324253082,263587.19287109375,0.0030990242958068848,0.0036771995492114445
Transformer_encdec,17,8,56447.276695251465,263422.4079589844,0.0036742091178894043,0.004155959375094583
Transformer_encdec,17,9,56385.068521499634,263437.6633300781,0.001883387565612793,0.0022484054148620035
Transformer_encdec,17,10,56423.780789375305,263440.88671875,0.0029172301292419434,0.0036974626144753962
Transformer_encdec,17,11,56394.3910779953,263835.0681152344,0.0016348958015441895,0.0019829507202100936
Transformer_encdec,17,12,56360.31785583496,263721.7443847656,0.0020366907119750977,0.00217132669573045
Transformer_encdec,17,13,56314.27099227905,263736.7332763672,-0.0009827613830566406,-0.00034090924277197605
Transformer_encdec,17,14,56324.01420593262,263248.2922363281,0.0038269758224487305,0.004291220051557981
Transformer_encdec,17,15,56303.321060180664,263176.9631347656,0.004485666751861572,0.0052027080089960135
Transformer_encdec,17,16,56162.85268449783,263230.03076171875,0.0030966997146606445,0.003806878287685934
Transformer_encdec,17,17,56041.53666496277,263390.1579589844,0.003078937530517578,0.003487965827356815
Transformer_encdec,17,18,55880.90749168396,263849.564453125,-0.002197742462158203,-0.0017489956686917735
Transformer_encdec,17,19,55774.988929748535,263481.7551269531,0.0017338991165161133,0.002142204850149278
Transformer_encdec,17,20,55639.98513031006,263805.5437011719,-0.0007823705673217773,-0.00048621916114945665
Transformer_encdec,17,21,55604.396504879,263657.8565673828,-0.0003693103790283203,-0.00014829321105435568
Transformer_encdec,17,22,55535.08798122406,263887.96728515625,-0.0019676685333251953,-0.0016719284930194085
Transformer_encdec,17,23,55521.69626379013,263808.5739746094,0.0007191896438598633,0.0008825186079177313
Transformer_encdec,17,24,55476.15017414093,263634.3474121094,0.0004366636276245117,0.0006440985301548496
Transformer_encdec,17,25,55429.382215976715,264392.0352783203,-0.0068492889404296875,-0.006642485818161586
Transformer_encdec,17,26,55386.08157444,263883.5671386719,0.0009596347808837891,0.0012140778356466758
Transformer_encdec,17,27,55260.454855918884,263828.69189453125,0.0006583333015441895,0.0010432298616436112
Transformer_encdec,17,28,54982.468811035156,264267.7841796875,-0.005217552185058594,-0.004973896641272222
Transformer_encdec,17,29,54513.854318618774,264660.2216796875,-0.006628870964050293,-0.00680386396048229
