model,pred_len,epoch,train_loss,val_loss,r2_val_sklearn
Transformer_encdec,1,1,62563.86042499542,10446.959959030151,-0.06122484712587006
Transformer_encdec,1,2,34940.050927877426,15838.468521118164,-0.6089059729480455
Transformer_encdec,1,3,11622.781443238258,29372.174018859863,-1.9836891334638809
Transformer_encdec,1,4,6802.668600440025,31029.921600341797,-2.1520867269882813
Transformer_encdec,1,5,5107.578030228615,30282.005661010742,-2.0761118000136984
Transformer_encdec,1,6,4047.963334739208,29203.829513549805,-1.966588363914219
Transformer_encdec,1,7,3271.5794865638018,28548.49398803711,-1.9000179436306022
Transformer_encdec,1,8,2668.311993651092,28253.972496032715,-1.8700998117093985
Transformer_encdec,1,9,2236.8141878917813,28092.041259765625,-1.8536504987549938
Transformer_encdec,1,10,1946.0125335603952,27969.703536987305,-1.8412231354920556
Transformer_encdec,1,11,1736.1583593338728,27867.848945617676,-1.8308765290249451
Transformer_encdec,1,12,1566.1766577512026,27803.744140625,-1.824364635556739
Transformer_encdec,1,13,1420.3208463340998,27767.00852203369,-1.8206329568575819
Transformer_encdec,1,14,1295.298363611102,27750.507774353027,-1.8189567676702443
Transformer_encdec,1,15,1189.0305461585522,27745.477851867676,-1.8184458180573198
Transformer_encdec,1,16,1098.0171660929918,27735.504592895508,-1.8174327225248121
Transformer_encdec,1,17,1017.3489342126995,27737.04567718506,-1.817589255279508
Transformer_encdec,1,18,944.8686011712998,27731.640159606934,-1.8170401501206612
Transformer_encdec,1,19,879.1629438418895,27748.54150390625,-1.8187570616869166
Transformer_encdec,1,20,821.3433080352843,27774.08943939209,-1.8213522506085171
Transformer_encdec,1,21,771.2212549820542,27783.249221801758,-1.8222827050000587
Transformer_encdec,1,22,734.9679131004959,27782.151847839355,-1.8221712298349768
Transformer_encdec,1,23,710.0491273831576,27790.629707336426,-1.823032466854405
Transformer_encdec,1,24,686.9738857895136,27813.505241394043,-1.8253561738521111
Transformer_encdec,1,25,656.0586630050093,27838.3839263916,-1.8278833888477775
Transformer_encdec,1,26,617.9173091668636,27856.354133605957,-1.8297088567314477
Transformer_encdec,1,27,580.388474131003,27875.967544555664,-1.8317012462011637
Transformer_encdec,1,28,544.4794949023053,27886.54975128174,-1.8327762219800916
Transformer_encdec,1,29,515.7216474274173,27909.178916931152,-1.8350749091435028
Transformer_encdec,1,30,500.6345895379782,27921.948272705078,-1.8363720564718542
Transformer_encdec,1,1,68521.43603515625,15617.622261047363,-0.20971921467516186
Transformer_encdec,1,2,29529.841385364532,27041.994064331055,-1.0946351059488366
Transformer_encdec,1,3,10598.073226451874,33840.145935058594,-1.6212104279600847
Transformer_encdec,1,4,7633.131552457809,33926.26368713379,-1.627881026262048
Transformer_encdec,1,5,5951.951651871204,32909.38749694824,-1.549115199458209
Transformer_encdec,1,6,4753.9431374669075,31711.503135681152,-1.456328734257692
Transformer_encdec,1,7,3895.9617749750614,30999.908836364746,-1.4012096222923986
Transformer_encdec,1,8,3289.678803384304,30775.130836486816,-1.3837986278149281
Transformer_encdec,1,9,2859.007741242647,30792.951416015625,-1.3851789993903374
Transformer_encdec,1,10,2541.5471239835024,30876.258392333984,-1.3916318456763923
Transformer_encdec,1,11,2293.21350736171,30964.144386291504,-1.3984393985105728
Transformer_encdec,1,12,2090.9253441914916,31059.98477935791,-1.405863049828545
Transformer_encdec,1,13,1920.608671464026,31161.293975830078,-1.413710301753356
Transformer_encdec,1,14,1774.1425545588136,31266.44899749756,-1.4218554659482252
Transformer_encdec,1,15,1645.3022923916578,31343.3519821167,-1.427812284177504
Transformer_encdec,1,16,1528.1341634951532,31376.59814453125,-1.4303874719435017
Transformer_encdec,1,17,1424.7970815598965,31392.410202026367,-1.4316122637784225
Transformer_encdec,1,18,1330.5709160752594,31388.6714553833,-1.4313226487286812
Transformer_encdec,1,19,1246.7019455377012,31390.91869354248,-1.431496730575713
Transformer_encdec,1,20,1171.793694647029,31399.73415374756,-1.432179560731646
Transformer_encdec,1,21,1107.725310344249,31422.107261657715,-1.4339125206218242
Transformer_encdec,1,22,1049.3293337058276,31436.883499145508,-1.4350570970547278
Transformer_encdec,1,23,999.1758234063163,31426.168670654297,-1.4342271308211125
Transformer_encdec,1,24,953.9367701550946,31405.265647888184,-1.4326080127852832
Transformer_encdec,1,25,909.0641293497756,31362.84722137451,-1.4293223500302035
Transformer_encdec,1,26,863.1665959376842,31304.414474487305,-1.424796231241201
Transformer_encdec,1,27,817.5188875254244,31245.104904174805,-1.4202021977870602
Transformer_encdec,1,28,776.8966370588169,31201.8900680542,-1.4168548221725898
Transformer_encdec,1,29,757.8452374283224,31183.30410003662,-1.4154152105068327
Transformer_encdec,1,30,743.3978036865592,31220.51833343506,-1.4182977343948244
Transformer_encdec,1,1,90549.65972518921,17858.110012054443,-0.1122949872421215
Transformer_encdec,1,2,44873.022587776184,27648.609016418457,-0.7220976360709663
Transformer_encdec,1,3,14937.703652381897,36639.23580932617,-1.282080117591199
Transformer_encdec,1,4,10370.610978603363,37027.075355529785,-1.306236769853573
Transformer_encdec,1,5,8148.083739042282,36137.74708557129,-1.250844822366921
Transformer_encdec,1,6,6514.39615136385,34612.48194885254,-1.1558434631586354
Transformer_encdec,1,7,5301.237450957298,33240.58532714844,-1.0703946955864274
