model,pred_len,epoch,train_loss,val_loss,r2_val_sklearn
LSTM_MO,1,0,131.84498151253172,51.35076229413971,0.12711072617337194
LSTM_MO,1,1,127.63824931406012,50.6886433297103,0.1384516042544659
LSTM_MO,1,2,126.22554665209769,50.23898203481388,0.14616090273002458
LSTM_MO,1,3,125.12536854180367,49.95954937667453,0.15081383851768015
LSTM_MO,1,4,124.27373609209275,50.02828466203729,0.14963589903411312
LSTM_MO,1,5,123.38813241431396,49.946467141221675,0.15098090609062798
LSTM_MO,1,6,122.04974863379856,50.607009242954,0.1397169288827853
LSTM_MO,1,7,120.94954296592304,50.67894574254751,0.13842633139997296
LSTM_MO,1,8,119.4072211643525,51.16570808791688,0.13007230683167814
LSTM_MO,1,9,117.68173085550792,51.65752885118127,0.12161862296000758
LSTM_MO,2,0,147.81593521591083,60.73385670109253,0.13636397615514295
LSTM_MO,2,1,143.251701423682,60.012659734780236,0.14668415231111576
LSTM_MO,2,2,141.6392013293041,59.3741042414414,0.15569383776335222
LSTM_MO,2,3,140.5937701486963,59.3972966451464,0.15541110748741316
LSTM_MO,2,4,139.67083314361517,59.04936283860089,0.16037812572643861
LSTM_MO,2,5,138.68086612964785,59.18425480302955,0.15848919875820344
LSTM_MO,2,6,137.81454418749394,59.49142975918949,0.1540834255960385
LSTM_MO,2,7,136.61032409678253,60.001996954370824,0.14675371577484253
LSTM_MO,2,8,135.4736304450916,60.02116672907557,0.1463080172675959
LSTM_MO,2,9,134.2352638296919,60.496331927632646,0.13954831368429876
LSTM_MO,3,0,160.70951568809838,68.59030913069311,0.12541822184814455
LSTM_MO,3,1,155.2978524487543,67.70692687089156,0.13672587088440225
LSTM_MO,3,2,153.63001606578374,67.39705060349245,0.1407007865831137
LSTM_MO,3,3,152.543608124679,67.27015817571166,0.14224749646870816
LSTM_MO,3,4,151.8185922516488,67.44289774893385,0.1400795080110987
LSTM_MO,3,5,150.6836142744036,67.27477525879762,0.1422394913410241
LSTM_MO,3,6,149.5476866305333,67.39224373003734,0.14061016811011118
LSTM_MO,3,7,148.2043953306134,68.1448089110532,0.1309481523605326
LSTM_MO,3,8,147.02165410419173,68.18281959343169,0.13055574929405211
LSTM_MO,3,9,146.03540791120534,69.17139824173812,0.1177367401571533
LSTM_MO,4,0,171.60854188627647,75.76241505990869,0.10798295368728505
LSTM_MO,4,1,165.70266818794022,74.73880739563278,0.12010654382813013
LSTM_MO,4,2,164.28026115113087,74.24074015141066,0.12597909392113205
LSTM_MO,4,3,163.12714574297257,74.0714699201552,0.12804387574974507
LSTM_MO,4,4,162.26882105315704,73.92720096890947,0.12971856720920394
LSTM_MO,4,5,161.16715554172075,73.93636533644583,0.12959912365211657
LSTM_MO,4,6,160.0648574437655,74.0613301009871,0.1281676529466652
LSTM_MO,4,7,159.05424860341424,74.60843658906275,0.12169159269406238
LSTM_MO,4,8,157.86455242851767,74.7745231978063,0.11976772253930568
LSTM_MO,4,9,155.8710582267127,75.86602198778253,0.1068914371583749
LSTM_MO,5,0,181.31909612650634,80.30731657127087,0.10229871220612718
LSTM_MO,5,1,174.87175865535391,79.61570932357995,0.11011561098630551
LSTM_MO,5,2,173.38319819936962,79.49080142442307,0.11149212481193971
LSTM_MO,5,3,172.58459408568993,79.14585718200118,0.11536813354837139
LSTM_MO,5,4,171.30316190749207,79.33458758637478,0.11330487877176398
LSTM_MO,5,5,170.45478552356195,79.34264784289354,0.11317636812020393
LSTM_MO,5,6,169.33052753092488,79.34537284230305,0.11302113380370393
LSTM_MO,5,7,168.36121206201747,79.40948452143506,0.11231222542834962
LSTM_MO,5,8,166.98129232446496,79.89388711381365,0.10685773327112469
LSTM_MO,5,9,165.2238923362955,80.50041339761493,0.10003585077944221
LSTM_MO,6,0,188.84254036049134,84.53065739801069,0.08694275173057142
LSTM_MO,6,1,183.05500295604105,83.2928227069703,0.10036826912375851
LSTM_MO,6,2,181.37952990167454,83.3605622547086,0.0996581938197395
LSTM_MO,6,3,180.50018904856472,83.2949235682799,0.10035863029577519
LSTM_MO,6,4,179.19609531223628,83.2574179133231,0.10079094480429518
LSTM_MO,6,5,178.096553353112,83.33879162301733,0.09994878687749587
LSTM_MO,6,6,176.91236344052703,83.36017703317444,0.09972236573693083
LSTM_MO,6,7,175.5913308537953,83.84829053628174,0.09436261287965875
LSTM_MO,6,8,174.25694433085113,83.82292291046205,0.0945315070822329
LSTM_MO,6,9,172.52273373008077,84.70109554732387,0.08508401472275051
LSTM_MO,7,0,196.22756320909292,86.83353701612319,0.08224218221793089
LSTM_MO,7,1,189.49093935592995,86.06021822189743,0.09048838090153011
LSTM_MO,7,2,187.96864576606626,85.77971185715022,0.09343579753464537
LSTM_MO,7,3,186.82116016445573,85.79440847937525,0.09335878652578289
LSTM_MO,7,4,185.82744086250807,85.69857585198162,0.09437592653946791
LSTM_MO,7,5,185.03051348910398,85.64116539440371,0.09499614121943023
LSTM_MO,7,6,184.03983501487303,85.88727597228505,0.0922679188387201
LSTM_MO,7,7,183.10485812787934,86.01693114734847,0.09098912523180003
LSTM_MO,7,8,181.8676525282208,86.24365093047646,0.08850392574465005
